Action: improve | review | Learn | conjugate | listen | compose | errors
Result: new | familiar | known | 0 | 0.5 | 1
sDay: sprintDay ; A/P: active | passive ; warning: starting row = 5 is fixed
ID	ACTION	RESULT	DURATION	SDAY	A/P
1230	review	1	7	42	a
1232	review	1	4	42	a
1234	review	1	6	42	a
1240	review	1	6	42	a
1241	review	1	7	42	a
1244	review	1	4	42	a
1245	review	1	5	42	a
1246	review	1	11	42	a
1249	review	0	8	42	a
1251	review	0	14	42	a
1253	review	1	4	42	a
1266	review	1	7	42	a
1274	review	1	4	42	a
1288	review	1	5	42	a
1290	review	1	5	42	a
1291	review	1	4	42	a
1292	review	1	5	42	a
1293	review	1	5	42	a
1295	review	1	4	42	a
1299	review	1	6	42	a
1304	review	1	12	42	a
1325	review	1	22	42	a
1328	review	1	5	42	a
1331	review	1	26	42	a
1332	review	1	8	42	a
1334	review	1	5	42	a
1335	review	1	6	42	a
1340	review	1	5	42	a
1341	review	1	11	42	a
1346	review	1	5	42	a
1347	review	1	6	42	a
1348	review	1	4	42	a
1552	review	1	4	42	a
1553	review	1	6	42	a
1555	review	0	16	42	a
1558	review	1	7	42	a
1559	review	1	4	42	a
1560	review	1	4	42	a
1561	review	1	10	42	a
1562	review	0	6	42	a
1563	review	1	15	42	a
1564	review	1	9	42	a
1565	review	1	5	42	a
1566	review	1	6	42	a
1567	review	1	20	42	a
1568	review	1	5	42	a
1569	review	1	4	42	a
1570	review	1	4	42	a
1571	review	1	6	42	a
1572	review	1	6	42	a
1573	review	1	11	42	a
1574	review	1	5	42	a
1575	review	1	4	42	a
1576	review	1	5	42	a
1602	review	1	6	42	a
1605	review	1	4	42	a
1606	review	1	15	42	a
1607	review	1	6	42	a
1608	review	1	14	42	a
1609	review	1	16	42	a
1610	review	1	8	42	a
1611	review	1	13	42	a
1613	review	1	8	42	a
1614	review	1	4	42	a
1615	review	1	4	42	a
1616	review	1	5	42	a
1618	review	1	8	42	a
1619	review	1	4	42	a
1620	review	1	3	42	a
1621	review	1	4	42	a
1622	review	1	4	42	a
1623	review	1	4	42	a
1624	review	1	7	42	a
1625	review	1	6	42	a
1626	review	1	6	42	a
1627	learn	n	10	42	a
1628	learn	n	4	42	a
1629	learn	n	13	42	a
1630	learn	k	9	42	a
1631	learn	n	9	42	a
1632	learn	k	10	42	a
1633	learn	n	12	42	a
1634	learn	n	7	42	a
1635	learn	n	6	42	a
1636	learn	n	11	42	a
1637	learn	n	9	42	a
1638	learn	n	8	42	a
1639	learn	n	9	42	a
1640	learn	n	5	42	a
1641	learn	k	5	42	a
1642	learn	n	7	42	a
1643	learn	n	11	42	a
1644	learn	n	10	42	a
1645	learn	n	6	42	a
1646	learn	k	11	42	a
1647	learn	k	6	42	a
1648	learn	n	7	42	a
1649	learn	k	8	42	a
1650	learn	n	6	42	a
1651	learn	n	7	42	a
1627	learn	linked	6	42	a
1628	learn	linked	6	42	a
1629	learn	linked	4	42	a
1631	learn	linked	5	42	a
1633	learn	linked	6	42	a
1634	learn	linked	7	42	a
1635	learn	linked	5	42	a
1636	learn	linked	6	42	a
1637	learn	linked	10	42	a
1638	learn	linked	6	42	a
1639	learn	linked	6	42	a
1640	learn	linked	4	42	a
1642	learn	linked	5	42	a
1643	learn	linked	4	42	a
1644	learn	linked	4	42	a
1645	learn	linked	5	42	a
1648	learn	linked	4	42	a
1650	learn	linked	4	42	a
1651	learn	linked	5	42	a
2957	verbs	1	3	42	a
3010	verbs	1	4	42	p
2867	verbs	1	6	42	p
3034	verbs	1	8	42	p
2855	verbs	1	3	42	p
3112	verbs	1	2	42	p
2991	verbs	1	2	42	a
2931	verbs	1	2	42	a
3067	verbs	1	4	42	p
2950	verbs	1	2	42	a
3000	verbs	1	2	42	p
2915	verbs	1	2	42	a
3049	verbs	1	3	42	p
3095	verbs	1	3	42	a
3123	verbs	1	2	42	p
2935	verbs	1	2	42	p
3085	verbs	1	1	42	p
3091	verbs	1	13	42	p
2852	verbs	1	10	42	p
3015	verbs	1	2	42	a
2789	compose	1	5	42	a
2773	compose	1	7	42	a
2834	compose	1	21	42	a
2770	compose	1	8	42	a
2803	compose	1	9	42	a
2731	compose	1	7	42	a
2763	compose	1	3	42	a
2774	compose	1	6	42	a
2766	compose	1	3	42	a
2729	compose	1	6	42	a
2689	compose	1	4	42	a
2780	compose	1	3	42	a
2699	compose	1	10	42	a
2695	compose	1	5	42	a
2824	compose	1	7	42	a
2846	compose	0	10	42	a
2717	compose	1	3	42	a
2714	compose	1	3	42	a
2844	compose	1	5	42	a
2821	compose	1	6	42	a
555	improve	1	8	43	a
600	improve	1	10	43	a
1249	improve	1	9	43	a
1251	improve	1	9	43	a
1555	improve	1	12	43	a
1562	improve	0	15	43	a
1358	review	1	6	43	a
1365	review	1	5	43	a
1380	review	1	6	43	a
1385	review	1	4	43	a
1388	review	1	9	43	a
1389	review	0	13	43	a
1390	review	1	13	43	a
1393	review	1	7	43	a
1394	review	1	4	43	a
1395	review	1	4	43	a
1396	review	1	7	43	a
1397	review	1	6	43	a
1577	review	0	18	43	a
1578	review	1	8	43	a
1579	review	1	6	43	a
1580	review	1	5	43	a
1581	review	1	4	43	a
1582	review	1	6	43	a
1583	review	1	4	43	a
1584	review	1	11	43	a
1585	review	1	7	43	a
1586	review	1	4	43	a
1587	review	1	17	43	a
1588	review	1	5	43	a
1589	review	1	3	43	a
1590	review	1	4	43	a
1591	review	1	4	43	a
1592	review	1	13	43	a
1593	review	1	5	43	a
1594	review	1	19	43	a
1595	review	1	13	43	a
1596	review	1	7	43	a
1597	review	1	23	43	a
1598	review	1	4	43	a
1599	review	1	4	43	a
1600	review	0	7	43	a
1601	review	1	4	43	a
1627	review	1	6	43	a
1628	review	1	20	43	a
1629	review	1	8	43	a
1631	review	1	18	43	a
1633	review	1	10	43	a
1634	review	1	10	43	a
1635	review	1	6	43	a
1636	review	1	9	43	a
1637	review	0	22	43	a
1638	review	1	9	43	a
1639	review	1	13	43	a
1640	review	1	5	43	a
1642	review	1	16	43	a
1643	review	1	12	43	a
1644	review	1	26	43	a
1645	review	0	11	43	a
1648	review	1	7	43	a
1650	review	1	10	43	a
1651	review	1	8	43	a
1652	learn	k	7	43	a
1653	learn	n	8	43	a
1654	learn	n	8	43	a
1655	learn	k	6	43	a
1656	learn	n	11	43	a
1657	learn	n	10	43	a
1658	learn	n	7	43	a
1659	learn	n	6	43	a
1660	learn	n	9	43	a
1661	learn	k	7	43	a
1662	learn	n	39	43	a
1663	learn	n	7	43	a
1664	learn	n	24	43	a
1665	learn	n	7	43	a
1666	learn	n	8	43	a
1667	learn	n	25	43	a
1668	learn	n	7	43	a
1669	learn	n	7	43	a
1670	learn	n	7	43	a
1671	learn	n	7	43	a
1672	learn	n	13	43	a
1673	learn	n	23	43	a
1674	learn	n	20	43	a
1675	learn	n	10	43	a
1676	learn	n	10	43	a
1653	learn	linked	7	43	a
1654	learn	linked	6	43	a
1656	learn	linked	7	43	a
1657	learn	linked	22	43	a
1658	learn	linked	6	43	a
1659	learn	linked	10	43	a
1660	learn	linked	10	43	a
1662	learn	linked	7	43	a
1663	learn	linked	6	43	a
1664	learn	linked	23	43	a
1665	learn	linked	5	43	a
1666	learn	linked	7	43	a
1667	learn	linked	7	43	a
1668	learn	linked	4	43	a
1669	learn	linked	8	43	a
1670	learn	linked	5	43	a
1671	learn	linked	5	43	a
1672	learn	linked	6	43	a
1673	learn	linked	5	43	a
1674	learn	linked	11	43	a
1675	learn	linked	26	43	a
1676	learn	linked	8	43	a
2962	verbs	1	4	43	p
2944	verbs	1	2	43	a
3104	verbs	1	5	43	p
3084	verbs	1	6	43	a
2911	verbs	1	3	43	p
3123	verbs	1	2	43	a
2920	verbs	1	2	43	a
2887	verbs	1	15	43	p
2859	verbs	1	3	43	p
2940	verbs	1	2	43	p
3066	verbs	1	2	43	a
2953	verbs	1	2	43	p
2847	verbs	1	2	43	a
3000	verbs	1	2	43	a
3071	verbs	1	3	43	a
2919	verbs	1	6	43	a
3072	verbs	1	7	43	a
2943	verbs	1	1	43	a
3099	verbs	1	1	43	a
3034	verbs	1	5	43	a
3423	listen	1	45	43	p
3490	listen	1	21	43	p
3248	listen	1	6	43	p
3311	listen	1	4	43	p
3461	listen	1	4	43	p
3199	listen	1	8	43	p
3519	listen	1	4	43	p
3213	listen	1	6	43	p
3350	listen	1	6	43	p
3183	listen	1	6	43	p
3194	listen	1	14	43	p
3468	listen	1	7	43	p
3323	listen	1	7	43	p
3535	listen	1	12	43	p
3204	listen	1	15	43	p
3506	listen	1	23	43	p
3307	listen	1	8	43	p
3143	listen	1	17	43	p
3296	listen	1	8	43	p
2740	compose	1	70	43	a
2724	compose	1	769	43	a
2766	compose	1	4	43	a
2734	compose	1	13	43	a
2821	compose	1	7	43	a
2758	compose	1	3	43	a
2771	compose	1	4	43	a
2809	compose	1	4	43	a
0	listen	1	28	43	p
1	improve	1	6	44	a
1562	improve	1	10	44	a
1389	improve	1	10	44	a
1577	improve	1	7	44	a
1600	improve	1	27	44	a
1637	improve	0	16	44	a
1645	improve	1	10	44	a
1401	review	1	29	44	a
1402	review	1	5	44	a
1403	review	1	7	44	a
1405	review	1	9	44	a
1411	review	1	8	44	a
1413	review	1	10	44	a
1415	review	1	6	44	a
1416	review	1	6	44	a
1419	review	1	4	44	a
1426	review	1	4	44	a
1436	review	1	8	44	a
1437	review	1	20	44	a
1444	review	1	8	44	a
1448	review	1	9	44	a
1449	review	0	23	44	a
1450	review	1	6	44	a
1500	review	1	6	44	a
1501	review	1	4	44	a
1502	review	1	4	44	a
1503	review	1	8	44	a
1504	review	1	4	44	a
1505	review	1	8	44	a
1506	review	1	5	44	a
1507	review	1	5	44	a
1508	review	1	8	44	a
1509	review	1	17	44	a
1510	review	1	6	44	a
1511	review	1	10	44	a
1512	review	1	6	44	a
1513	review	1	5	44	a
1514	review	1	7	44	a
1515	review	1	21	44	a
1516	review	1	18	44	a
1517	review	1	24	44	a
1518	review	1	5	44	a
1519	review	1	6	44	a
1520	review	1	5	44	a
1521	review	1	7	44	a
1522	review	1	5	44	a
1602	review	1	8	44	a
1605	review	1	4	44	a
1606	review	1	14	44	a
1607	review	1	6	44	a
1608	review	0	21	44	a
1609	review	1	11	44	a
1610	review	1	10	44	a
1611	review	1	15	44	a
1613	review	0	5	44	a
1614	review	1	6	44	a
1615	review	1	5	44	a
1616	review	1	5	44	a
1618	review	1	3	44	a
1619	review	1	4	44	a
1620	review	1	3	44	a
1621	review	1	4	44	a
1622	review	1	3	44	a
1623	review	1	4	44	a
1624	review	1	9	44	a
1625	review	1	9	44	a
1626	review	1	4	44	a
1653	review	1	20	44	a
1654	review	1	6	44	a
1656	review	1	5	44	a
1657	review	1	4	44	a
1658	review	1	6	44	a
1659	review	1	6	44	a
1660	review	1	21	44	a
1662	review	0	8	44	a
1663	review	1	23	44	a
1664	review	1	18	44	a
1665	review	1	69	44	a
1666	review	1	11	44	a
1667	review	1	18	44	a
1668	review	1	5	44	a
1669	review	1	7	44	a
1670	review	1	8	44	a
1671	review	1	19	44	a
1672	review	1	8	44	a
1673	review	1	12	44	a
1674	review	1	6	44	a
1675	review	1	92	44	a
1676	review	1	9	44	a
1677	learn	n	11	44	a
1678	learn	n	4	44	a
1679	learn	n	8	44	a
1680	learn	n	79	44	a
1681	learn	n	6	44	a
1682	learn	n	19	44	a
1683	learn	n	4	44	a
1684	learn	n	8	44	a
1685	learn	n	5	44	a
1686	learn	n	5	44	a
1687	learn	n	8	44	a
1688	learn	n	6	44	a
1689	learn	n	7	44	a
1690	learn	n	8	44	a
1691	learn	n	5	44	a
1692	learn	n	5	44	a
1693	learn	n	6	44	a
1694	learn	n	7	44	a
1695	learn	n	47	44	a
1696	learn	n	10	44	a
1697	learn	n	6	44	a
1698	learn	n	5	44	a
1699	learn	k	6	44	a
1700	learn	n	7	44	a
1701	learn	n	6	44	a
1677	learn	linked	10	44	a
1678	learn	linked	10	44	a
1679	learn	linked	5	44	a
1680	learn	linked	5	44	a
1681	learn	linked	11	44	a
1682	learn	linked	6	44	a
1683	learn	linked	6	44	a
1684	learn	linked	6	44	a
1685	learn	linked	5	44	a
1686	learn	linked	7	44	a
1687	learn	linked	7	44	a
1688	learn	linked	6	44	a
1689	learn	linked	6	44	a
1690	learn	linked	4	44	a
1691	learn	linked	6	44	a
1692	learn	linked	6	44	a
1693	learn	linked	5	44	a
1694	learn	linked	7	44	a
1695	learn	linked	7	44	a
1696	learn	linked	5	44	a
1697	learn	linked	5	44	a
1698	learn	linked	5	44	a
1700	learn	linked	5	44	a
1701	learn	linked	5	44	a
2940	verbs	1	3	44	A
3010	verbs	1	3	44	A
3122	verbs	1	4	44	A
2957	verbs	1	2	44	A
2925	verbs	1	4	44	A
3007	verbs	1	5	44	A
3079	verbs	1	2	44	A
3098	verbs	1	35	44	A
3089	verbs	1	11	44	A
3053	verbs	1	3	44	A
2939	verbs	1	9	44	A
2948	verbs	1	2	44	A
2938	verbs	1	6	44	A
3005	verbs	1	5	44	A
3112	verbs	1	4	44	A
3115	verbs	1	2	44	A
3119	verbs	1	4	44	A
3117	verbs	1	3	44	A
2878	verbs	1	16	44	A
2910	verbs	1	5	44	A
562	improve	1	8	45	a
389	improve	1	37	45	a
577	improve	1	5	45	a
600	improve	1	6	45	a
637	improve	1	4	45	a
645	improve	1	4	45	a
1449	improve	1	8	45	a
1608	improve	1	16	45	a
1613	improve	1	6	45	a
1662	improve	1	11	45	a
717	review	1	7	45	a
725	review	1	5	45	a
726	review	1	4	45	a
1451	review	1	10	45	a
1454	review	1	4	45	a
1459	review	1	17	45	a
1460	review	1	22	45	a
1461	review	1	7	45	a
1464	review	1	4	45	a
1466	review	1	4	45	a
1467	review	1	5	45	a
1468	review	1	8	45	a
1469	review	1	7	45	a
1471	review	0	17	45	a
1472	review	1	21	45	a
1473	review	1	21	45	a
1474	review	1	11	45	a
1477	review	1	5	45	a
1482	review	1	5	45	a
1483	review	1	4	45	a
1487	review	1	9	45	a
1488	review	1	23	45	a
1489	review	1	4	45	a
1490	review	1	6	45	a
1491	review	0	28	45	a
1492	review	1	6	45	a
1493	review	1	4	45	a
1494	review	1	4	45	a
1496	review	1	5	45	a
1497	review	1	2	45	a
1498	review	1	3	45	a
1499	review	1	3	45	a
1523	review	1	4	45	a
1524	review	1	5	45	a
1525	review	0	6	45	a
1526	review	1	6	45	a
1527	review	1	6	45	a
1528	review	1	5	45	a
1529	review	1	11	45	a
1530	review	1	6	45	a
1534	review	1	7	45	a
1535	review	1	6	45	a
1536	review	1	6	45	a
1538	review	1	5	45	a
1539	review	1	6	45	a
1540	review	1	4	45	a
1541	review	1	5	45	a
1543	review	1	10	45	a
1544	review	1	5	45	a
1545	review	1	3	45	a
1549	review	1	21	45	a
1550	review	0	8	45	a
1551	review	1	28	45	a
1627	review	1	4	45	a
1628	review	1	5	45	a
1629	review	1	7	45	a
1631	review	1	6	45	a
1633	review	1	8	45	a
1634	review	1	7	45	a
1635	review	1	8	45	a
1636	review	1	6	45	a
1637	review	1	15	45	a
1638	review	1	8	45	a
1639	review	1	6	45	a
1640	review	1	3	45	a
1642	review	1	4	45	a
1643	review	1	11	45	a
1644	review	1	8	45	a
1645	review	1	6	45	a
1648	review	1	4	45	a
1650	review	1	7	45	a
1651	review	1	4	45	a
1677	review	1	7	45	a
1678	review	1	24	45	a
1679	review	1	4	45	a
1680	review	1	13	45	a
1681	review	1	7	45	a
1682	review	1	8	45	a
1683	review	1	3	45	a
1684	review	1	7	45	a
1685	review	1	4	45	a
1686	review	1	13	45	a
1687	review	1	16	45	a
1688	review	1	5	45	a
1689	review	1	21	45	a
1690	review	1	10	45	a
1691	review	1	15	45	a
1692	review	1	5	45	a
1693	review	1	16	45	a
1694	review	1	13	45	a
1695	review	0	13	45	a
1696	review	1	10	45	a
1697	review	1	9	45	a
1698	review	1	5	45	a
1700	review	1	5	45	a
1701	review	1	4	45	a
1702	learn	n	10	45	a
1703	learn	n	6	45	a
1704	learn	n	10	45	a
1705	learn	n	7	45	a
1706	learn	n	12	45	a
1707	learn	n	4	45	a
1708	learn	n	10	45	a
1709	learn	n	6	45	a
1710	learn	n	4	45	a
1711	learn	n	6	45	a
1712	learn	n	6	45	a
1713	learn	n	12	45	a
1714	learn	n	5	45	a
1715	learn	n	6	45	a
1716	learn	n	5	45	a
1717	learn	n	7	45	a
1718	learn	n	5	45	a
1702	learn	linked	4	45	a
1703	learn	linked	5	45	a
1704	learn	linked	4	45	a
1705	learn	linked	6	45	a
1706	learn	linked	6	45	a
1707	learn	linked	5	45	a
1708	learn	linked	4	45	a
1709	learn	linked	7	45	a
1710	learn	linked	6	45	a
1711	learn	linked	5	45	a
1712	learn	linked	6	45	a
1713	learn	linked	7	45	a
1714	learn	linked	4	45	a
1715	learn	linked	5	45	a
1716	learn	linked	7	45	a
1717	learn	linked	5	45	a
1718	learn	linked	4	45	a
1719	learn	n	10	45	a
1720	learn	n	16	45	a
1721	learn	n	13	45	a
1722	learn	n	7	45	a
1723	learn	n	23	45	a
1724	learn	n	85	45	a
1725	learn	n	6	45	a
1719	learn	linked	8	45	a
1720	learn	linked	7	45	a
1721	learn	linked	5	45	a
1722	learn	linked	4	45	a
1723	learn	linked	6	45	a
1724	learn	linked	22	45	a
1725	learn	linked	4	45	a
3032	verbs	1	4	45	A
3121	verbs	1	1	45	A
3102	verbs	1	2	45	A
3114	verbs	1	2	45	A
3083	verbs	1	2	45	A
2888	verbs	1	3	45	A
3008	verbs	1	1	45	A
2950	verbs	1	1	45	A
3034	verbs	1	3	45	A
3004	verbs	1	1	45	A
2957	verbs	1	1	45	A
2866	verbs	1	5	45	A
2911	verbs	1	3	45	A
3013	verbs	1	4	45	A
3070	verbs	1	4	45	A
3122	verbs	1	3	45	A
2896	verbs	1	3	45	A
2862	verbs	1	6	45	A
3007	verbs	1	3	45	A
2852	verbs	1	9	45	A
1471	improve	1	18	46	a
1491	improve	1	19	46	a
1525	improve	1	9	46	a
1550	improve	1	6	46	a
1695	improve	1	12	46	a
1552	review	1	16	46	a
1553	review	1	13	46	a
1555	review	0	19	46	a
1558	review	1	29	46	a
1559	review	1	22	46	a
1560	review	1	20	46	a
1561	review	1	9	46	a
1562	review	1	9	46	a
1563	review	1	9	46	a
1564	review	1	8	46	a
1565	review	1	6	46	a
1566	review	1	8	46	a
1567	review	1	7	46	a
1568	review	1	5	46	a
1569	review	1	4	46	a
1570	review	1	4	46	a
1571	review	1	10	46	a
1572	review	1	5	46	a
1573	review	1	4	46	a
1574	review	1	5	46	a
1575	review	1	4	46	a
1576	review	0	5	46	a
1653	review	1	12	46	a
1654	review	1	10	46	a
1656	review	1	4	46	a
1657	review	1	4	46	a
1658	review	1	7	46	a
1659	review	0	13	46	a
1660	review	1	16	46	a
1662	review	1	9	46	a
1663	review	1	7	46	a
1664	review	1	6	46	a
1665	review	1	3	46	a
1666	review	1	9	46	a
1667	review	1	15	46	a
1668	review	1	6	46	a
1669	review	1	15	46	a
1670	review	1	10	46	a
1671	review	1	5	46	a
1672	review	1	7	46	a
1673	review	1	9	46	a
1674	review	1	6	46	a
1675	review	1	10	46	a
1676	review	1	10	46	a
1702	review	1	9	46	a
1703	review	1	4	46	a
1704	review	1	6	46	a
1705	review	1	7	46	a
1706	review	0	26	46	a
1707	review	1	7	46	a
1708	review	1	17	46	a
1709	review	1	9	46	a
1710	review	1	6	46	a
1711	review	1	57	46	a
1712	review	1	12	46	a
1713	review	1	21	46	a
1714	review	1	5	46	a
1715	review	1	4	46	a
1716	review	1	4	46	a
1717	review	1	7	46	a
1718	review	1	5	46	a
1719	review	1	8	46	a
1720	review	0	7	46	a
1721	review	1	6	46	a
1722	review	1	4	46	a
1723	review	1	28	46	a
1724	review	1	5	46	a
1725	review	1	7	46	a
1726	learn	n	9	46	a
1727	learn	n	6	46	a
1728	learn	n	49	46	a
1729	learn	n	4	46	a
1730	learn	n	6	46	a
1731	learn	n	7	46	a
1732	learn	n	4	46	a
1733	learn	n	7	46	a
1734	learn	n	10	46	a
1735	learn	n	6	46	a
1736	learn	n	19	46	a
1737	learn	n	5	46	a
1738	learn	n	14	46	a
1739	learn	n	5	46	a
1740	learn	n	5	46	a
1741	learn	n	5	46	a
1742	learn	n	7	46	a
1743	learn	n	7	46	a
1744	learn	n	11	46	a
1745	learn	n	6	46	a
1746	learn	n	5	46	a
1747	learn	n	18	46	a
1748	learn	n	7	46	a
1749	learn	n	7	46	a
1750	learn	n	10	46	a
1726	learn	linked	4	46	a
1727	learn	linked	23	46	a
1728	learn	linked	6	46	a
1729	learn	linked	5	46	a
1730	learn	linked	5	46	a
1731	learn	linked	5	46	a
1732	learn	linked	22	46	a
1733	learn	linked	5	46	a
1734	learn	linked	6	46	a
1735	learn	linked	7	46	a
1736	learn	linked	6	46	a
1737	learn	linked	6	46	a
1738	learn	linked	5	46	a
1739	learn	linked	5	46	a
1740	learn	linked	5	46	a
1741	learn	linked	5	46	a
1742	learn	linked	5	46	a
1743	learn	linked	6	46	a
1744	learn	linked	4	46	a
1745	learn	linked	5	46	a
1746	learn	linked	4	46	a
1747	learn	linked	7	46	a
1748	learn	linked	18	46	a
1749	learn	linked	6	46	a
1750	learn	linked	6	46	a
2960	verbs	1	4	46	P
2879	verbs	1	2	46	P
2908	verbs	1	2	46	P
2849	verbs	1	3	46	P
3053	verbs	1	2	46	P
3123	verbs	1	2	46	P
3067	verbs	1	4	46	P
2881	verbs	1	2	46	P
3087	verbs	1	3	46	P
2996	verbs	1	2	46	P
2933	verbs	1	2	46	P
3075	verbs	1	2	46	P
3024	verbs	1	2	46	P
2868	verbs	1	4	46	P
3077	verbs	1	3	46	P
2943	verbs	1	1	46	P
2859	verbs	1	2	46	P
3054	verbs	1	2	46	P
3049	verbs	1	5	46	P
2907	verbs	1	2	46	P
0	verbs	1	18	46	p
2840	compose	1	5	46	a
2722	compose	1	4	46	a
2802	compose	1	3	46	a
2694	compose	1	5	46	a
2773	compose	1	5	46	a
2790	compose	1	4	46	a
2734	compose	1	2	46	a
2751	compose	1	3	46	a
2724	compose	1	2	46	a
2688	compose	1	6	46	a
2812	compose	1	2	46	a
2808	compose	1	2	46	a
2743	compose	1	23	46	a
2811	compose	0	8	46	a
2727	compose	1	6	46	a
2831	compose	1	5	46	a
2822	compose	1	2	46	a
2697	compose	1	5	46	a
2749	compose	1	3	46	a
2756	compose	1	8	46	a
1555	improve	1	31	47	a
1576	improve	1	5	47	a
1659	improve	1	8	47	a
1706	improve	1	9	47	a
1720	improve	0	17	47	a
738	review	0	14	47	a
742	review	0	12	47	a
1577	review	1	7	47	a
1578	review	1	9	47	a
1579	review	1	8	47	a
1580	review	1	4	47	a
1581	review	1	4	47	a
1582	review	0	17	47	a
1583	review	1	4	47	a
1584	review	1	5	47	a
1585	review	1	4	47	a
1586	review	1	4	47	a
1587	review	1	9	47	a
1588	review	1	5	47	a
1589	review	1	3	47	a
1590	review	1	6	47	a
1591	review	1	7	47	a
1592	review	1	6	47	a
1593	review	1	3	47	a
1594	review	1	4	47	a
1595	review	1	23	47	a
1596	review	1	23	47	a
1597	review	0	15	47	a
1598	review	1	4	47	a
1599	review	1	11	47	a
1600	review	1	6	47	a
1601	review	1	6	47	a
1677	review	1	6	47	a
1678	review	1	5	47	a
1679	review	1	5	47	a
1680	review	1	20	47	a
1681	review	1	2	47	a
1682	review	1	4	47	a
1683	review	1	2	47	a
1684	review	1	5	47	a
1685	review	1	2	47	a
1686	review	1	2	47	a
1687	review	1	3	47	a
1688	review	1	5	47	a
1689	review	0	18	47	a
1690	review	1	3	47	a
1691	review	1	4	47	a
1692	review	1	4	47	a
1693	review	1	7	47	a
1694	review	1	4	47	a
1695	review	1	6	47	a
1696	review	1	12	47	a
1697	review	1	4	47	a
1698	review	1	4	47	a
1700	review	1	2	47	a
1701	review	1	8	47	a
1726	review	1	4	47	a
1727	review	1	5	47	a
1728	review	1	5	47	a
1729	review	1	3	47	a
1730	review	1	4	47	a
1731	review	1	5	47	a
1732	review	1	4	47	a
1733	review	1	3	47	a
1734	review	1	4	47	a
1735	review	1	3	47	a
1736	review	1	7	47	a
1737	review	1	5	47	a
1738	review	1	4	47	a
1739	review	1	19	47	a
1740	review	1	3	47	a
1741	review	1	2	47	a
1742	review	1	3	47	a
1743	review	1	4	47	a
1744	review	1	3	47	a
1745	review	1	4	47	a
1746	review	1	5	47	a
1747	review	0	9	47	a
1748	review	1	14	47	a
1749	review	1	9	47	a
1750	review	1	4	47	a
1751	learn	n	15	47	a
1752	learn	n	19	47	a
1753	learn	n	4	47	a
1754	learn	n	7	47	a
1755	learn	n	14	47	a
1756	learn	n	14	47	a
1757	learn	n	15	47	a
1758	learn	n	14	47	a
1759	learn	n	8	47	a
1760	learn	n	21	47	a
1761	learn	n	4	47	a
1762	learn	n	12	47	a
1763	learn	n	7	47	a
1764	learn	n	7	47	a
1765	learn	n	8	47	a
1766	learn	n	6	47	a
1767	learn	n	9	47	a
1768	learn	n	12	47	a
1769	learn	n	11	47	a
1770	learn	n	23	47	a
1771	learn	n	15	47	a
1772	learn	n	6	47	a
1773	learn	n	7	47	a
1774	learn	n	10	47	a
1775	learn	n	6	47	a
1751	learn	linked	4	47	a
1752	learn	linked	6	47	a
1753	learn	linked	13	47	a
1754	learn	linked	5	47	a
1755	learn	linked	4	47	a
1756	learn	linked	16	47	a
1757	learn	linked	8	47	a
1758	learn	linked	5	47	a
1759	learn	linked	7	47	a
1760	learn	linked	7	47	a
1761	learn	linked	8	47	a
1762	learn	linked	14	47	a
1763	learn	linked	6	47	a
1764	learn	linked	4	47	a
1765	learn	linked	4	47	a
1766	learn	linked	6	47	a
1767	learn	linked	8	47	a
1768	learn	linked	12	47	a
1769	learn	linked	5	47	a
1770	learn	linked	8	47	a
1771	learn	linked	9	47	a
1772	learn	linked	4	47	a
1773	learn	linked	5	47	a
1774	learn	linked	6	47	a
1775	learn	linked	6	47	a
1720	improve	1	18	48	a
738	improve	1	8	48	a
742	improve	0	17	48	a
1582	improve	1	16	48	a
1597	improve	1	19	48	a
1689	improve	1	19	48	a
1747	improve	1	64	48	a
751	review	1	5	48	a
753	review	1	7	48	a
754	review	0	13	48	a
755	review	0	16	48	a
758	review	1	8	48	a
762	review	1	6	48	a
764	review	1	9	48	a
766	review	1	6	48	a
767	review	1	8	48	a
769	review	1	5	48	a
770	review	1	4	48	a
773	review	1	9	48	a
774	review	1	5	48	a
775	review	1	30	48	a
776	review	1	10	48	a
1602	review	0	10	48	a
1605	review	1	10	48	a
1606	review	1	16	48	a
1607	review	1	9	48	a
1608	review	1	10	48	a
1609	review	1	19	48	a
1610	review	1	20	48	a
1611	review	1	12	48	a
1613	review	1	4	48	a
1614	review	1	6	48	a
1615	review	1	5	48	a
1616	review	1	5	48	a
1618	review	1	4	48	a
1619	review	1	7	48	a
1620	review	1	4	48	a
1621	review	1	5	48	a
1622	review	1	2	48	a
1623	review	1	6	48	a
1624	review	1	7	48	a
1625	review	1	5	48	a
1626	review	1	4	48	a
1702	review	1	10	48	a
1703	review	1	3	48	a
1704	review	1	4	48	a
1705	review	1	7	48	a
1706	review	0	8	48	a
1707	review	1	4	48	a
1708	review	1	4	48	a
1709	review	1	5	48	a
1710	review	1	6	48	a
1711	review	1	5	48	a
1712	review	1	6	48	a
1713	review	1	8	48	a
1714	review	1	4	48	a
1715	review	1	4	48	a
1716	review	1	8	48	a
1717	review	1	8	48	a
1718	review	1	6	48	a
1719	review	1	6	48	a
1720	review	1	5	48	a
1721	review	1	5	48	a
1722	review	1	4	48	a
1723	review	1	7	48	a
1724	review	1	8	48	a
1725	review	1	4	48	a
1751	review	1	23	48	a
1752	review	1	11	48	a
1753	review	1	5	48	a
1754	review	1	4	48	a
