Action: improve | review | Learn | conjugate | listen | compose | errors
Result: new | familiar | known | 0 | 0.5 | 1
sDay: sprintDay ; A/P: active | passive ; warning: starting row = 5 is fixed
ID	ACTION	RESULT	DURATION	SDAY	A/P
2870	verbs	1	1	68	a
3081	verbs	1	1	68	a
2892	verbs	1	3	68	p
2907	verbs	1	10	68	a
2953	verbs	1	193	68	a
3116	verbs	1	12	68	p
2854	verbs	1	8	68	a
2997	verbs	1	8	68	p
3110	verbs	1	33	68	a
3118	verbs	1	6	68	p
2895	verbs	1	7	68	a
2881	verbs	1	184	68	a
3046	verbs	1	6	68	p
3110	verbs	1	7	68	p
2947	verbs	1	60	68	a
3015	verbs	1	85	68	p
3095	verbs	1	6	68	p
2866	verbs	1	7	68	a
2907	verbs	1	2	68	a
3094	verbs	1	5	68	p
3111	verbs	1	3	68	p
3057	verbs	1	3	68	p
2887	verbs	1	4	68	p
2962	verbs	1	4	68	a
3015	verbs	1	5	68	a
2868	verbs	1	4	68	a
3084	verbs	1	4	68	p
2887	verbs	1	2	68	p
2866	verbs	1	7	68	a
3012	verbs	1	3	68	p
2856	verbs	1	7	68	p
2889	verbs	1	7	68	p
2989	verbs	1	5	68	a
2849	verbs	1	5	68	a
3067	verbs	1	4	68	a
2859	verbs	1	8	68	p
2856	verbs	1	6	68	a
2859	verbs	1	2	68	p
2865	verbs	1	4	68	p
2954	verbs	1	2	68	a
3012	verbs	1	3	68	p
0	verbs	1	4	68	p
3107	verbs	1	12	68	p
3084	verbs	1	2	68	p
3058	verbs	1	1	68	p
2913	verbs	1	6	68	p
2854	verbs	1	4	68	a
2871	verbs	1	23	68	p
2945	verbs	1	1	68	p
2907	verbs	1	1	68	p
3002	verbs	1	1	68	a
2961	verbs	1	1	68	a
2851	verbs	1	10	68	a
2850	verbs	1	1	68	p
3015	verbs	1	1	68	a
3105	verbs	1	1	68	p
2942	verbs	1	1	68	a
3070	verbs	1	1	68	a
3104	verbs	1	2	68	a
3078	verbs	1	1	68	a
2951	verbs	1	1	68	a
2980	verbs	1	4	68	a
3085	verbs	1	1	68	p
2939	verbs	1	1	68	p
3111	verbs	1	4	68	a
3015	verbs	1	1	68	p
2940	verbs	1	2	68	a
0	verbs	1	0	68	p
3115	verbs	1	2	68	a
2925	verbs	1	4	68	a
2996	verbs	1	1	68	p
3099	verbs	1	2	68	a
3004	verbs	1	4	68	p
0	verbs	1	3	68	p
2938	verbs	1	1	68	p
3048	verbs	1	7	68	a
3124	verbs	1	2	68	a
2995	verbs	1	2	68	p
2930	verbs	1	4	68	p
0	verbs	1	60	68	p
2946	verbs	1	1	68	p
2866	verbs	1	2	68	a
3005	verbs	1	1	68	a
2863	verbs	1	1	68	a
3118	verbs	1	26	68	p
0	verbs	1	2	68	p
3761	improve	1	16	69	a
2210	improve	1	8	69	a
2112	improve	0	11	69	a
1515	improve	1	35	69	a
2250	review	1	14	69	a
2112	improve	1	36	69	a
1508	improve	1	219	69	a
1504	improve	1	11	69	a
218	improve	1	5	69	a
2249	review	1	19	69	a
2248	review	1	17	69	a
2247	review	1	8	69	a
2246	review	1	16	69	a
2245	review	1	11	69	a
2244	review	1	8	69	a
2243	review	1	7	69	a
2242	review	1	6	69	a
2241	review	1	7	69	a
2240	review	1	7	69	a
2239	review	1	4	69	a
2238	review	1	4	69	a
2237	review	1	3	69	a
2236	review	1	3	69	a
2235	review	1	3	69	a
2234	review	1	5	69	a
2233	review	1	3	69	a
2232	review	1	9	69	a
2231	review	1	8	69	a
2230	review	1	3	69	a
2229	review	1	3	69	a
2228	review	1	6	69	a
2227	review	1	7	69	a
2226	review	1	3	69	a
2151	review	1	13	69	a
2150	review	1	8	69	a
2149	review	1	6	69	a
2148	review	1	3	69	a
2147	review	1	3	69	a
2146	review	1	5	69	a
2145	review	1	3	69	a
2144	review	1	3	69	a
2143	review	1	2	69	a
2142	review	1	3	69	a
2141	review	1	1	69	a
2140	review	1	1	69	a
2139	review	1	2	69	a
2138	review	1	6	69	a
2137	review	1	2	69	a
2136	review	1	2	69	a
2135	review	1	2	69	a
2134	review	1	4	69	a
2133	review	1	2	69	a
2132	review	1	3	69	a
2131	review	1	3	69	a
2130	review	1	2	69	a
2129	review	1	2	69	a
2128	review	1	1	69	a
2127	review	1	2	69	a
1951	review	1	1	69	a
1950	review	1	3	69	a
1949	review	0	7	69	a
1948	review	0	49	69	a
1947	review	1	12	69	a
1946	review	1	2	69	a
1945	review	1	2	69	a
1944	review	1	2	69	a
1943	review	1	3	69	a
1942	review	1	2	69	a
1941	review	0	10	69	a
1940	review	1	7	69	a
1939	review	1	2	69	a
1938	review	1	3	69	a
1937	review	1	4	69	a
1936	review	1	4	69	a
1935	review	1	3	69	a
1934	review	1	3	69	a
1933	review	1	2	69	a
1932	review	1	2	69	a
1931	review	1	5	69	a
1930	review	1	2	69	a
1929	review	1	2	69	a
1928	review	1	2	69	a
1927	review	1	3	69	a
1551	review	1	4	69	a
1550	review	1	4	69	a
1549	review	1	5	69	a
1545	review	1	5	69	a
1544	review	1	3	69	a
1543	review	1	7	69	a
1541	review	1	4	69	a
1540	review	1	3	69	a
1539	review	1	9	69	a
1538	review	1	6	69	a
1536	review	1	3	69	a
1535	review	1	18	69	a
1534	review	1	4	69	a
1530	review	1	6	69	a
1529	review	1	8	69	a
1528	review	1	8	69	a
1527	review	0	9	69	a
1526	review	1	4	69	a
1525	review	0	5	69	a
1524	review	0	6	69	a
1523	review	1	10	69	a
3109	verbs	1	2	69	a
3088	verbs	1	3	69	a
3059	verbs	1	2	69	a
3077	verbs	1	4	69	p
2850	verbs	1	4	69	a
2989	verbs	1	3	69	p
3008	verbs	1	2	69	a
3087	verbs	1	2	69	p
2888	verbs	1	4	69	a
2889	verbs	1	4	69	p
0	verbs	1	60	69	p
3010	verbs	1	3	69	p
2892	verbs	1	3	69	a
2994	verbs	1	3	69	p
2931	verbs	1	4	69	a
2850	verbs	1	7	69	p
0	verbs	1	60	69	p
3209	listen	0	23	69	p
3136	listen	1	8	69	p
3184	listen	1	11	69	p
3134	listen	1	5	69	p
3171	listen	1	9	69	p
3151	listen	1	9	69	p
3493	listen	1	5	69	p
3382	listen	1	5	69	p
3150	listen	1	7	69	p
3131	listen	1	12	69	p
0	listen	1	60	69	p
2715	compose	1	10	69	a
2798	compose	1	10	69	a
3549	compose	1	4	69	a
2699	compose	1	33	69	a
3666	compose	1	5	69	a
2692	compose	1	11	69	a
2842	compose	0	9	69	a
2835	compose	1	11	69	a
3643	compose	1	5	69	a
2818	compose	1	5	69	a
3812	errors	1	3	69	a
3789	errors	1	11	69	a
3744	errors	1	4	69	a
3720	errors	0	8	69	a
3810	errors	1	19	69	a
1949	improve	1	5	70	a
1948	improve	1	4	70	a
1941	improve	1	34	70	a
1527	improve	1	15	70	a
1525	improve	1	6	70	a
1524	improve	1	4	70	a
2842	improve	1	6	70	a
3720	improve	1	11	70	a
2175	review	1	5	70	a
2174	review	1	5	70	a
2173	review	1	3	70	a
2172	review	0	5	70	a
2171	review	1	4	70	a
2170	review	1	4	70	a
2169	review	1	7	70	a
2168	review	1	8	70	a
2167	review	1	6	70	a
2166	review	1	5	70	a
2165	review	1	5	70	a
2164	review	0	53	70	a
2163	review	1	23	70	a
2162	review	1	7	70	a
2161	review	1	18	70	a
2160	review	1	9	70	a
2159	review	1	9	70	a
2158	review	1	4	70	a
2157	review	1	3	70	a
2156	review	1	5	70	a
2155	review	1	6	70	a
2154	review	1	4	70	a
2153	review	1	5	70	a
2152	review	1	11	70	a
1976	review	1	31	70	a
1975	review	1	7	70	a
1974	review	1	3	70	a
1973	review	1	4	70	a
1972	review	1	22	70	a
1971	review	1	4	70	a
1970	review	1	4	70	a
1969	review	1	8	70	a
1968	review	1	5	70	a
1967	review	1	6	70	a
1966	review	1	17	70	a
1965	review	1	5	70	a
1964	review	1	3	70	a
1963	review	1	4	70	a
1962	review	1	3	70	a
1961	review	1	4	70	a
1960	review	1	5	70	a
1959	review	1	6	70	a
1958	review	1	8	70	a
1957	review	1	6	70	a
1956	review	1	58	70	a
1955	review	0	9	70	a
1954	review	1	7	70	a
1953	review	1	10	70	a
1952	review	1	4	70	a
1576	review	1	5	70	a
1575	review	1	3	70	a
1574	review	1	3	70	a
1573	review	1	2	70	a
1572	review	1	7	70	a
1571	review	1	7	70	a
1570	review	1	5	70	a
1569	review	1	6	70	a
1568	review	1	3	70	a
1567	review	1	10	70	a
1566	review	1	46	70	a
1565	review	1	4	70	a
1564	review	0	9	70	a
1563	review	1	24	70	a
1562	review	1	5	70	a
1561	review	0	15	70	a
1560	review	1	4	70	a
1559	review	1	3	70	a
1558	review	1	4	70	a
1555	review	0	17	70	a
1553	review	0	8	70	a
1552	review	1	61	70	a
2854	verbs	1	9	70	a
3102	verbs	1	3	70	p
2934	verbs	1	2	70	a
2855	verbs	1	5	70	a
3066	verbs	1	2	70	a
2870	verbs	1	2	70	p
3053	verbs	1	10	70	a
3058	verbs	1	2	70	p
2896	verbs	1	3	70	a
3090	verbs	1	3	70	p
0	verbs	1	60	70	p
3403	listen	1	12	70	p
3249	listen	1	4	70	p
3126	listen	1	7	70	p
3255	listen	1	5	70	p
3303	listen	1	9	70	p
3453	listen	1	7	70	p
3150	listen	1	12	70	p
3432	listen	1	8	70	p
3396	listen	1	115	70	p
3318	listen	1	48	70	p
0	listen	1	60	70	p
2799	compose	1	5	70	a
3580	compose	1	8	70	a
3584	compose	1	4	70	a
2738	compose	1	3	70	a
3543	compose	1	35	70	a
2844	compose	1	9	70	a
2702	compose	1	13	70	a
3609	compose	0	11	70	a
2834	compose	1	5	70	a
3682	compose	1	5	70	a
3763	errors	0	18	70	a
3780	errors	1	7	70	a
3706	errors	0	31	70	a
3773	errors	1	5	70	a
3743	errors	1	3	70	a
3692	errors	1	4	70	a
3764	errors	1	4	70	a
3716	errors	1	5	70	a
3779	errors	1	8	70	a
3742	errors	1	3	70	a
2172	improve	1	20	71	a
2164	improve	1	9	71	a
1955	improve	1	10	71	a
1564	improve	1	5	71	a
1561	improve	0	19	71	a
1555	improve	1	22	71	a
1553	improve	1	5	71	a
3609	improve	1	27	71	a
3763	improve	1	5	71	a
3706	improve	1	3	71	a
2200	review	0	12	71	a
2199	review	1	8	71	a
2198	review	1	5	71	a
2197	review	1	5	71	a
2196	review	1	33	71	a
2195	review	1	4	71	a
2194	review	1	6	71	a
2193	review	1	4	71	a
2192	review	1	4	71	a
2191	review	0	14	71	a
2190	review	1	6	71	a
2189	review	1	3	71	a
2188	review	1	23	71	a
2187	review	1	8	71	a
2186	review	1	7	71	a
2185	review	1	4	71	a
2184	review	1	5	71	a
2183	review	0	16	71	a
2182	review	1	8	71	a
2181	review	1	6	71	a
2180	review	1	6	71	a
2179	review	1	4	71	a
2178	review	1	4	71	a
2177	review	1	7	71	a
2176	review	1	29	71	a
2001	review	1	5	71	a
2000	review	1	6	71	a
1999	review	1	4	71	a
1998	review	1	5	71	a
1997	review	1	34	71	a
1996	review	1	4	71	a
1995	review	1	5	71	a
1994	review	1	4	71	a
1993	review	1	6	71	a
1992	review	1	15	71	a
1991	review	1	5	71	a
1990	review	1	4	71	a
1989	review	1	3	71	a
1988	review	1	7	71	a
1987	review	1	4	71	a
1986	review	1	3	71	a
1985	review	1	5	71	a
1984	review	1	5	71	a
1983	review	0	11	71	a
1982	review	1	6	71	a
1981	review	1	6	71	a
1980	review	1	3	71	a
1979	review	1	3	71	a
1978	review	1	11	71	a
1977	review	1	5	71	a
1601	review	1	6	71	a
1600	review	1	5	71	a
1599	review	1	26	71	a
1598	review	1	4	71	a
1597	review	0	12	71	a
1596	review	1	9	71	a
1595	review	1	4	71	a
1594	review	1	5	71	a
1593	review	1	5	71	a
1592	review	1	6	71	a
1591	review	0	8	71	a
1590	review	1	13	71	a
1589	review	1	5	71	a
1588	review	1	4	71	a
1587	review	1	5	71	a
1586	review	1	3	71	a
1585	review	1	7	71	a
1584	review	0	15	71	a
1583	review	1	4	71	a
1582	review	1	6	71	a
1581	review	1	6	71	a
1580	review	1	4	71	a
1579	review	1	8	71	a
1578	review	1	7	71	a
1577	review	0	6	71	a
401	review	1	4	71	a
399	review	1	2	71	a
384	review	1	4	71	a
378	review	1	4	71	a
377	review	1	4	71	a
376	review	1	5	71	a
375	review	1	5	71	a
366	review	1	7	71	a
363	review	1	3	71	a
310	review	1	5	71	a
3811	errors	1	17	71	a
3709	errors	1	9	71	a
3812	errors	1	4	71	a
3806	errors	1	10	71	a
3721	errors	1	1067	71	a
3799	errors	1	7	71	a
3744	errors	1	3	71	a
3809	errors	1	6	71	a
3807	errors	0	11	71	a
3710	errors	1	5	71	a
3552	compose	0	26	71	a
2755	compose	0	30	71	a
2725	compose	1	9	71	a
2778	compose	1	5	71	a
3646	compose	1	2	71	a
2758	compose	1	2	71	a
3580	compose	1	7	71	a
2707	compose	1	5	71	a
3565	compose	1	6	71	a
3594	compose	1	4	71	a
3550	compose	1	10	71	a
1561	improve	1	16	72	a
2200	improve	1	7	72	a
2191	improve	1	13	72	a
2183	improve	1	10	72	a
1983	improve	1	4	72	a
1597	improve	1	12	72	a
1591	improve	1	9	72	a
1584	improve	1	7	72	a
1577	improve	1	19	72	a
3807	improve	0	17	72	a
3552	improve	1	36	72	a
2755	improve	1	7	72	a
2225	review	1	25	72	a
2224	review	1	12	72	a
2223	review	1	22	72	a
2222	review	1	5	72	a
2221	review	1	8	72	a
2220	review	1	4	72	a
2219	review	1	5	72	a
2218	review	1	4	72	a
2217	review	1	3	72	a
2216	review	1	5	72	a
2215	review	1	5	72	a
2214	review	1	8	72	a
2213	review	1	13	72	a
2212	review	1	6	72	a
2211	review	1	10	72	a
2210	review	1	7	72	a
2209	review	1	5	72	a
2208	review	1	4	72	a
2207	review	1	5	72	a
2206	review	1	11	72	a
2205	review	1	7	72	a
2204	review	1	8	72	a
2203	review	1	3	72	a
2202	review	1	2	72	a
2201	review	1	5	72	a
2026	review	1	3	72	a
2025	review	0	5	72	a
2024	review	1	5	72	a
2023	review	0	6	72	a
2022	review	1	3	72	a
2021	review	1	16	72	a
2020	review	1	3	72	a
2019	review	1	2	72	a
2018	review	1	5	72	a
2017	review	1	6	72	a
2016	review	1	7	72	a
2015	review	0	21	72	a
2014	review	1	10	72	a
2013	review	1	13	72	a
2012	review	1	4	72	a
2011	review	1	3	72	a
2010	review	1	5	72	a
2009	review	1	30	72	a
2008	review	1	6	72	a
2007	review	1	4	72	a
2006	review	1	3	72	a
2005	review	1	7	72	a
2004	review	1	4	72	a
2003	review	1	7	72	a
2002	review	1	5	72	a
1626	review	0	6	72	a
1625	review	1	4	72	a
1624	review	1	4	72	a
1623	review	1	7	72	a
1622	review	1	3	72	a
1621	review	1	2	72	a
1620	review	1	2	72	a
1619	review	1	1	72	a
1618	review	0	6	72	a
1616	review	1	6	72	a
1615	review	1	4	72	a
1614	review	0	7	72	a
1613	review	1	6	72	a
1611	review	1	8	72	a
1610	review	1	34	72	a
1609	review	0	17	72	a
1608	review	0	41	72	a
1607	review	1	5	72	a
1606	review	1	5	72	a
1605	review	1	3	72	a
1602	review	1	5	72	a
484	review	1	3	72	a
475	review	1	6	72	a
474	review	0	6	72	a
468	review	1	10	72	a
454	review	1	7	72	a
453	review	1	7	72	a
435	review	1	3	72	a
432	review	1	3	72	a
424	review	1	4	72	a
419	review	1	3	72	a
406	review	1	3	72	a
2696	compose	1	13	72	a
2731	compose	1	4	72	a
2815	compose	1	25	72	a
2804	compose	1	6	72	a
2797	compose	1	3	72	a
3609	compose	1	14	72	a
2774	compose	1	5	72	a
2695	compose	1	8	72	a
3558	compose	1	8	72	a
3649	compose	1	9	72	a
3807	improve	0	26	73	a
2025	improve	1	4	73	a
2023	improve	1	5	73	a
2015	improve	1	27	73	a
1626	improve	0	9	73	a
1618	improve	1	4	73	a
1614	improve	1	4	73	a
1609	improve	1	13	73	a
1608	improve	1	36	73	a
474	improve	1	5	73	a
2250	review	1	9	73	a
2249	review	1	24	73	a
2248	review	1	3	73	a
2247	review	1	4	73	a
2246	review	1	6	73	a
2245	review	1	6	73	a
2244	review	1	7	73	a
2243	review	1	10	73	a
2242	review	1	5	73	a
2241	review	1	6	73	a
2240	review	0	18	73	a
2239	review	1	9	73	a
2238	review	1	6	73	a
2237	review	1	3	73	a
2236	review	1	6	73	a
2235	review	1	9	73	a
2234	review	1	6	73	a
2233	review	1	3	73	a
2232	review	1	5	73	a
2231	review	1	13	73	a
2230	review	1	6	73	a
2229	review	1	5	73	a
2228	review	1	5	73	a
2227	review	1	4	73	a
2226	review	1	6	73	a
2051	review	1	3	73	a
2050	review	1	4	73	a
2049	review	1	4	73	a
2048	review	1	5	73	a
2047	review	1	5	73	a
2046	review	1	4	73	a
2045	review	1	6	73	a
2044	review	1	20	73	a
2043	review	0	16	73	a
2042	review	0.5	3	73	a
2041	review	1	5	73	a
2040	review	1	2	73	a
2039	review	0	9	73	a
2038	review	1	4	73	a
2037	review	1	3	73	a
2036	review	1	4	73	a
2035	review	1	17	73	a
2034	review	1	7	73	a
2033	review	0	11	73	a
2032	review	1	5	73	a
2031	review	0	12	73	a
2030	review	1	6	73	a
2029	review	1	5	73	a
2028	review	1	4	73	a
2027	review	1	5	73	a
1651	review	1	3	73	a
1650	review	1	5	73	a
1648	review	0	5	73	a
1645	review	1	6	73	a
1644	review	1	5	73	a
1643	review	1	5	73	a
1642	review	1	4	73	a
1640	review	1	3	73	a
1639	review	1	12	73	a
1638	review	1	11	73	a
1637	review	0	8	73	a
1636	review	1	7	73	a
1635	review	1	2	73	a
1634	review	1	6	73	a
1633	review	1	4	73	a
1631	review	1	18	73	a
1629	review	1	3	73	a
1628	review	1	6	73	a
1627	review	1	5	73	a
592	review	1	4	73	a
577	review	1	5	73	a
572	review	1	4	73	a
561	review	1	3	73	a
555	review	1	6	73	a
550	review	1	2	73	a
546	review	1	2	73	a
532	review	1	3	73	a
520	review	1	4	73	a
519	review	1	3	73	a
514	review	1	3	73	a
508	review	1	3	73	a
502	review	1	3	73	a
499	review	1	6	73	a
2944	verbs	1	6	73	p
3122	verbs	1	10	73	a
2920	verbs	1	1	73	a
2930	verbs	1	3	73	p
2910	verbs	1	2	73	p
2941	verbs	1	1	73	a
2883	verbs	1	3	73	a
2948	verbs	1	2	73	p
2952	verbs	1	1	73	p
2870	verbs	1	1	73	p
0	verbs	1	60	73	p
3680	compose	1	2	73	a
3544	compose	1	12	73	a
3796	compose	0	10	73	a
3647	compose	1	4	73	a
2746	compose	1	4	73	a
2777	compose	1	2	73	a
2813	compose	1	2	73	a
2755	compose	1	5	73	a
2821	compose	1	5	73	a
2828	compose	1	3	73	a
3807	improve	1	6	74	a
1626	improve	1	7	74	a
2240	improve	1	10	74	a
2043	improve	1	12	74	a
2042	improve	1	6	74	a
2039	improve	1	5	74	a
2033	improve	1	10	74	a
2031	improve	1	10	74	a
1648	improve	1	24	74	a
1637	improve	1	8	74	a
3796	improve	1	36	74	a
2076	review	1	7	74	a
2075	review	1	12	74	a
2074	review	1	7	74	a
2073	review	1	127	74	a
2072	review	1	4	74	a
2071	review	1	6	74	a
2070	review	1	3	74	a
2069	review	1	4	74	a
2068	review	1	4	74	a
2067	review	1	5	74	a
2066	review	1	7	74	a
2065	review	1	5	74	a
2064	review	1	4	74	a
2063	review	1	7	74	a
2062	review	1	5	74	a
2061	review	0	11	74	a
2060	review	1	3	74	a
2059	review	1	13	74	a
2058	review	1	4	74	a
2057	review	1	3	74	a
2056	review	1	18	74	a
2055	review	1	3	74	a
2054	review	1	5	74	a
2053	review	1	2	74	a
2052	review	1	7	74	a
1676	review	1	8	74	a
1675	review	1	5	74	a
1674	review	1	3	74	a
1673	review	0	7	74	a
1672	review	0	7	74	a
1671	review	1	4	74	a
1670	review	1	3	74	a
1669	review	1	4	74	a
1668	review	1	4	74	a
1667	review	1	27	74	a
1666	review	0	5	74	a
1665	review	1	6	74	a
1664	review	1	6	74	a
1663	review	1	11	74	a
1662	review	1	6	74	a
1660	review	1	9	74	a
1659	review	1	5	74	a
1658	review	0	7	74	a
1657	review	1	3	74	a
1656	review	1	6	74	a
1654	review	1	3	74	a
1653	review	1	6	74	a
674	review	1	6	74	a
626	review	1	9	74	a
620	review	1	4	74	a
600	review	1	5	74	a
3080	verbs	1	4	74	a
3124	verbs	1	3	74	p
3045	verbs	1	2	74	p
3058	verbs	1	2	74	p
3119	verbs	1	3	74	a
3048	verbs	1	2	74	a
2925	verbs	1	2	74	p
3065	verbs	1	3	74	a
2892	verbs	1	2	74	p
3090	verbs	1	2	74	p
0	verbs	1	60	74	p
2061	improve	1	32	75	a
1673	improve	1	8	75	a
1672	improve	0	9	75	a
1666	improve	1	30	75	a
1658	improve	0	18	75	a
2101	review	1	11	75	a
2100	review	1	4	75	a
2099	review	1	26	75	a
2098	review	1	5	75	a
2097	review	1	8	75	a
2096	review	1	8	75	a
2095	review	1	8	75	a
2094	review	1	6	75	a
2093	review	1	6	75	a
2092	review	0	11	75	a
2091	review	1	8	75	a
2090	review	1	6	75	a
2089	review	1	3	75	a
2088	review	1	4	75	a
2087	review	1	2	75	a
2086	review	1	3	75	a
2085	review	1	9	75	a
2084	review	1	38	75	a
2083	review	1	5	75	a
2082	review	1	18	75	a
2081	review	1	10	75	a
2080	review	1	4	75	a
2079	review	1	6	75	a
2078	review	1	6	75	a
2077	review	1	12	75	a
1701	review	1	5	75	a
1700	review	1	7	75	a
1698	review	1	5	75	a
1697	review	1	3	75	a
1696	review	0	10	75	a
1695	review	0	12	75	a
1694	review	1	4	75	a
1693	review	0	10	75	a
1692	review	1	4	75	a
1691	review	1	2	75	a
1690	review	1	2	75	a
1689	review	0	7	75	a
1688	review	1	6	75	a
1687	review	1	5	75	a
1686	review	1	2	75	a
1685	review	1	4	75	a
1684	review	1	7	75	a
1683	review	1	4	75	a
1682	review	1	6	75	a
1681	review	1	13	75	a
1680	review	1	6	75	a
1679	review	1	4	75	a
1678	review	1	3	75	a
1677	review	1	5	75	a
3095	verbs	1	3	75	p
2885	verbs	1	6	75	p
2939	verbs	1	2	75	p
3009	verbs	1	3	75	a
3063	verbs	1	4	75	a
2905	verbs	1	3	75	p
2916	verbs	1	9	75	p
3032	verbs	1	4	75	p
3060	verbs	1	3	75	p
3008	verbs	1	2	75	a
3274	listen	1	6	75	p
3414	listen	1	3	75	p
3190	listen	1	9	75	p
3520	listen	1	4	75	p
3363	listen	1	5	75	p
3215	listen	1	4	75	p
3211	listen	1	15	75	p
3391	listen	1	12	75	p
3345	listen	1	9	75	p
3487	listen	1	8	75	p
0	listen	1	60	75	p
2689	compose	1	4	75	a
2780	compose	1	2	75	a
2738	compose	1	3	75	a
3557	compose	1	9	75	a
3577	compose	1	33	75	a
2699	compose	1	11	75	a
2736	compose	1	4	75	a
3566	compose	1	10	75	a
3621	compose	1	7	75	a
2747	compose	1	30	75	a
3720	errors	1	7	75	a
3722	errors	1	8	75	a
3711	errors	1	5	75	a
3723	errors	1	23	75	a
3789	errors	0	22	75	a
3726	errors	1	11	75	a
3721	errors	1	5	75	a
3799	errors	1	9	75	a
3724	errors	1	6	75	a
3725	errors	1	14	75	a
1672	improve	1	19	76	a
1658	improve	0	18	76	a
2092	improve	0	23	76	a
1696	improve	1	10	76	a
1695	improve	1	6	76	a
1693	improve	1	4	76	a
1689	improve	1	33	76	a
3789	improve	1	35	76	a
2126	review	1	4	76	a
2125	review	1	3	76	a
2124	review	1	3	76	a
2123	review	1	5	76	a
2122	review	1	13	76	a
2121	review	1	5	76	a
2120	review	1	4	76	a
2119	review	1	11	76	a
2118	review	1	4	76	a
2117	review	1	6	76	a
2116	review	1	8	76	a
2115	review	1	5	76	a
2114	review	1	2	76	a
2113	review	1	3	76	a
2112	review	1	5	76	a
2111	review	1	9	76	a
2110	review	1	3	76	a
2109	review	1	18	76	a
2108	review	1	11	76	a
2107	review	1	10	76	a
2106	review	1	11	76	a
2105	review	1	8	76	a
2104	review	1	4	76	a
2103	review	1	8	76	a
2102	review	1	14	76	a
1725	review	1	4	76	a
1724	review	1	4	76	a
1723	review	1	8	76	a
1722	review	1	2	76	a
1721	review	1	3	76	a
1720	review	1	4	76	a
1719	review	0	5	76	a
1718	review	1	4	76	a
1717	review	1	10	76	a
1716	review	1	3	76	a
1715	review	1	3	76	a
1714	review	1	2	76	a
1713	review	1	10	76	a
1712	review	1	5	76	a
1711	review	1	2	76	a
1710	review	1	7	76	a
1709	review	1	3	76	a
1708	review	1	3	76	a
1707	review	1	2	76	a
1706	review	1	4	76	a
1705	review	1	5	76	a
1704	review	1	4	76	a
1703	review	1	2	76	a
1702	review	1	8	76	a
3764	errors	1	8	76	a
3781	errors	1	3	76	a
3766	errors	1	3	76	a
3740	errors	1	3	76	a
3755	errors	1	4	76	a
3695	errors	1	7	76	a
3746	errors	1	7	76	a
3768	errors	1	2	76	a
3754	errors	1	36	76	a
3705	errors	1	5	76	a
1658	improve	1	5	77	a
2092	improve	1	5	77	a
1719	improve	1	8	77	a
2151	review	1	3	77	a
2150	review	1	4	77	a
2149	review	1	7	77	a
2148	review	1	3	77	a
2147	review	1	2	77	a
2146	review	0	8	77	a
2145	review	1	5	77	a
2144	review	1	6	77	a
2143	review	1	3	77	a
2142	review	0	6	77	a
2141	review	1	4	77	a
2140	review	1	39	77	a
2139	review	1	4	77	a
2138	review	1	19	77	a
2137	review	1	3	77	a
2136	review	1	3	77	a
2135	review	1	4	77	a
2134	review	1	6	77	a
2133	review	1	4	77	a
2132	review	1	9	77	a
2131	review	0	21	77	a
2130	review	1	4	77	a
2129	review	1	3	77	a
2128	review	1	2	77	a
2127	review	1	5	77	a
1750	review	1	3	77	a
1749	review	1	5	77	a
1748	review	1	3	77	a
1747	review	1	6	77	a
1746	review	1	2	77	a
1745	review	1	2	77	a
1744	review	1	2	77	a
1743	review	1	2	77	a
1742	review	1	3	77	a
1741	review	1	3	77	a
1740	review	1	2	77	a
1739	review	1	2	77	a
1738	review	1	3	77	a
1737	review	1	2	77	a
1736	review	1	4	77	a
1735	review	1	6	77	a
1734	review	1	4	77	a
1733	review	1	3	77	a
1732	review	1	4	77	a
1731	review	1	12	77	a
1730	review	1	2	77	a
1729	review	1	2	77	a
1728	review	1	2	77	a
1726	review	1	6	77	a
726	review	1	3	77	a
725	review	1	2	77	a
717	review	1	4	77	a
2692	compose	1	4	77	a
2716	compose	1	5	77	a
2797	compose	1	3	77	a
2713	compose	1	3	77	a
3575	compose	1	84	77	a
2699	compose	1	6	77	a
3594	compose	1	6	77	a
3552	compose	1	15	77	a
2788	compose	1	2	77	a
2704	compose	1	3	77	a
2146	improve	1	7	77	a
2142	improve	1	7	77	a
2131	improve	1	69	77	a
2175	review	1	8	78	a
2174	review	1	7	78	a
2173	review	1	4	78	a
2172	review	1	3	78	a
2171	review	1	4	78	a
2170	review	1	4	78	a
2169	review	1	8	78	a
2168	review	1	2	78	a
2167	review	1	3	78	a
2166	review	1	6	78	a
2165	review	1	4	78	a
2164	review	1	29	78	a
2163	review	1	12	78	a
2162	review	1	4	78	a
2161	review	1	7	78	a
2160	review	1	9	78	a
2159	review	0	10	78	a
2158	review	1	5	78	a
2157	review	1	2	78	a
2156	review	1	5	78	a
2155	review	1	6	78	a
2154	review	1	4	78	a
2153	review	1	4	78	a
2152	review	1	61	78	a
1775	review	1	5	78	a
1774	review	0	12	78	a
1773	review	1	7	78	a
1772	review	1	6	78	a
1771	review	0	14	78	a
1770	review	0	24	78	a
1769	review	1	20	78	a
1768	review	0	24	78	a
1767	review	1	16	78	a
1766	review	1	6	78	a
1765	review	1	6	78	a
1764	review	1	4	78	a
1763	review	1	5	78	a
1762	review	1	9	78	a
1761	review	0	16	78	a
1760	review	1	7	78	a
1759	review	0	8	78	a
